title, date,summary, url, keywords, video_or_foto_url, category, source, source_id
"В Сбере развеяли миф о «цифровой колонии» западных технологий","2025-06-04 16:56:00.0","Кирилл Меньшов Фото: Павел Лисицын / РИА Новости Алена Шаповалова Старший вице-президент, руководитель блока «Технологии» Сбербанка Кирилл Меньшов принял участие в сессии «Технологическое лидерство. Своевременность и новеллы национальной идеи». Она прошла в рамках конференции «Цифровая индустрия промышленной России» (ЦИПР) в Нижнем Новгороде. «Сбер – большая технологическая компания, которая существует не в вакууме, а в сложной ИТ-экосистеме законченного цикла, которая в России окончательно сформировалась три года назад. До этого в мире существовало только две подобные экосистемы — западная и китайская, где компании охватывают полный жизненный цикл разработки: от железа до системного софта и прикладного ПО. Такой подход обеспечивает полную независимость и суверенность производства. Сейчас аналогичная модель формируется в нашей стране. Появились вендоры, способные создавать законченные технологические цепочки. Это закладывает основу для будущего технологического суверенитета страны. Мы должны очень твердо стоять на своих ногах. Российский ИТ-рынок принципиально отличается от западного», – сказал старший вице-президент, руководитель блока «Технологии» Сбербанка Кирилл Меньшов. По его словам, ключевые меры поддержки должны быть направлены на консолидацию отрасли. Несмотря на относительную молодость, российский рынок уже преодолел статус 'цифровой колонии' западных технологий, отметил он. «Мы также наблюдаем устойчивую тенденцию к укрупнению компаний, появление национальных технологических чемпионов и развитие программ их поддержки. Эти процессы формируют основу для создания полноценного технологического уклада будущего. Особо подчеркну: параллельно с формированием технологического фундамента мы активно развиваем передовые направления в сфере искусственного интеллекта. Россия входит в узкий круг стран, обладающих собственными фундаментальными ИИ-моделями. Кроме того, по числу суверенных ИТ-специалистов мы занимаем третье место в мире. Сочетание этих факторов — прочная основа для технологического прорыва, чтобы Россия стала одним из глобальных ИТ- лидеров», – сказал Меньшов.","https://lenta.ru/news/2025/06/04/v-sbere-razveyali-mif-o-tsifrovoy-kolonii-zapadnyh-tehnologiy/","технологического, меньшов, кирилл, западных, будущего","https://icdn.lenta.ru/images/2025/06/04/17/20250604170108165/detail_e2d2ac7c631dcf66c889da36acff576f.jpg","Экономика","Lenta.ru","1847201"
"МГЕР и «Волонтерская Рота» провели акцию у посольств недружественных стран","2025-06-04 16:55:29.0"," Фото: Единая Россия Татьяна Романова МГЕР и «Волонтерская Рота» провели акцию у посольств недружественных стран, поставляющих оружие и боеприпасы украинским террористам. Мероприятия организовали в День невинных детей — жертв агрессии. Более 1,5 тысячи активистов вышли с портретами детей к посольствам Латвии, Литвы, Польши, Эстонии, Чехии, Франции, Германии, Румынии, Великобритании, Норвегии в Москве и Санкт-Петербурге. «Эти дети попали под обстрелы, бомбежки жилых кварталов, погибали при авиаударах. Преступления украинского террористического режима можно перечислять бесконечно. Дети пострадали и совсем недавно при теракте в Брянской области накануне Дня защиты детей. Мы хотим в очередной раз напомнить спонсорам украинских нацистов о жертвах, к которым ежедневно приводит использование поставляемого ими оружия», — сказал председатель МГЕР Антон Демидов. Спонсирование нацистского режима Украины приводит к страшным последствиям, подчеркнул руководитель Центрального штаба МГЕР Александр Амелин. «Постоянные обстрелы уносят жизни мальчишек и девчонок, которые только начинают жить. Эти преступления не имеют срока давности», — отметил он. С января по конец декабря 2024 года от ударов ВСУ ранения получили 4398 мирных граждан, в том числе, 285 детей. Жертвами атак со стороны Украины за этот же период стали 785 человек, включая 50 детей. С начала 2025 года жертвами ударов ВСУ по российской территории стали 10 детей. Еще 92 ребенка получили ранения.","https://lenta.ru/news/2025/06/04/mger-i-volonterskaya-rota-proveli-aktsiyu-u-posolstv-nedruzhestvennyh-stran/","детей, мгер, недружественных, получили, провели","https://icdn.lenta.ru/images/2025/06/04/17/20250604170237075/detail_292778d717ac57fd05c95b6f29999f11.jpg","Экономика","Lenta.ru","1847194"
"Отец шестерых детей из США со всей семьей переехал в Россию и ушел на СВО","2025-06-04 16:43:00.0","Фото: Belkin Alexey / Globallookpress.com Елена Торубарова Отец шестерых детей из США со всей семьей переехал в Россию и ушел добровольцем в зону проведения специальной военной операции (СВО) на Украине. Его историю публикует NN.RU. Как пишет издание, многодетный отец приехал в Россию из Хьюстона в штате Техас, где работал на местном заводе. Решение переехать он объяснил недовольством обстановки в стране. «Нам надоела массированная пропаганда ЛГБТ (международное общественное движение признано экстремистским и запрещено в России), преступность, падение уровня культуры. Я хочу, чтобы мои дети росли на традиционных ценностях. Я очарован Россией, ее политикой, культурой, невероятной природой, доброжелательностью людей», — рассказал мужчина. Он отметил, что уже начал изучать русский язык, а контракт с Минобороны для отправки на СВО заключил, «чтобы доказать, что достоин быть частью России». На боевую подготовку он отправился из единого пункта отбора в Нижнем Новгороде. «Стреляю хорошо. Но пока мало что знаю о русской армии, но слышал, что там очень крутые ребята», — заключил он. Ранее президент России Владимир Путин рассказал о воюющих на стороне России французах. По его словам, иностранные добровольцы служат в составе подразделения «Нормандия — Неман». ","https://lenta.ru/news/2025/06/04/otets-shesteryh-detey-iz-ssha-so-vsey-semiey-pereehal-v-rossiyu-i-ushel-na-svo/","россии, россию, отец, переехал, детей","https://icdn.lenta.ru/images/2025/06/04/16/20250604163358790/detail_9a0a1392b65f0be9f3b9f7b9ea100942.jpg","Политика","Lenta.ru","1847176"
"Россиянам назвали простой способ уберечься от мошенников","2025-06-04 16:41:00.0","Фото: Дмитрий Ермаков / «Лента.ру» Маргарита Щигарева МВД России порекомендовало жителям страны проверять ссылки, полученные в мессенджерах, на специальном сайте. Простой способ уберечься от мошенников ведомство назвало в Telegram-канале «Вестник киберполиции России». Для проверки ссылки на предмет фишинга или вредоносного программного обеспечения в МВД посоветовали воспользоваться сайтом VirusTotal, который анализирует подозрительные файлы и ссылки. Чтобы проверить адрес, нужно скопировать его и вставить на портале в строку поиска в разделе с URL, указали в ведомстве. Согласно опубликованным скриншотам, VirusTotal затем покажет, безопасна ли проверяемая ссылка с точки зрения разных поставщиков систем безопасности. Положительный ответ будет показан зеленым цветом, а отрицательный — красным. «Если хотя бы один из проверяемых параметров горит красным, проверяемый сайт опасен!» — предупредили в МВД. Ранее в ведомстве описали схему мошенников с трудоустройством. Уточнялось, что злоумышленники предлагают россиянам набирать тексты со сканов, а затем просят внести одноразовый платеж. Перед этим также стало известно, что мошенники подделали сайт МВД России, чтобы красть данные россиян. Фишинговый ресурс имел адрес, похожий адрес настоящего сайта ведомства.","https://lenta.ru/news/2025/06/04/rossiyanam-nazvali-prostoy-sposob-uberechsya-ot-moshennikov/","россии, адрес, мошенников, ссылки, уберечься","https://icdn.lenta.ru/images/2025/06/04/13/20250604132434152/detail_55cffb6658b8c188a79ebf9bf3c10621.jpg","Общее","Lenta.ru","1846984"
"Microsoft собралась метить хакеров","2025-06-04 16:33:43.0","Фото: PR Image Factory / Shutterstock / Fotodom Андрей Ставицкий Корпорация Microsoft заявила о желании собрать базу хакеров, чтобы быстро реагировать на угрозы. Об этом сообщается на сайте компании. IT-гигант запустил инициативу вместе с партнером Crowdstrike. «Одной из основных причин медленного реагирования на взлом является непонимание атрибуции субъекта угрозы», — заметили в фирме. В этой связи корпорация собралась создать базу, в которую будут вносить и помечать известные хакерские группировки по всему миру. Базу от Microsoft начнут использовать органы власти, эксперты по безопасности, предприятия и поставщики средств безопасности. «Мы предоставим специалистам по безопасности возможность быстрее связывать информацию и принимать решения с большей уверенностью», — заметили в компании. Хакерские группировки будут собирать по нескольким категориям — в том числе, предполагаемой географической принадлежности. Так, группы из России решили объединить под названием «Метель» (Blizzard), Китая — «Тайфун» (Typhoon). Группы с определенным финансированием объединили в категорию «Буря» (Tempest), разработчиков коммерческого кибероружия — «Цунами» (Tsunami). Microsoft и Crowdstrike заявили, что уже выявили и добавили в базу 130 группировок. Корпорации призвали другие компании присоединиться к их проекту. В конце мая Microsoft рассказала об опасном вирусе Lumma Stealer, который заразил сотни тысяч компьютеров с Windows по всему миру.","https://lenta.ru/news/2025/06/04/microsoft-hackers/","microsoft, базу, безопасности, компании, собралась","https://icdn.lenta.ru/images/2025/06/04/14/20250604140141692/detail_5113aae8cef8dc971319c130e3db000b.jpg","Общее","Lenta.ru","1847032"
"Некоторым россиянам посоветовали ограничить употребление клубники и черешни","2025-06-04 16:31:55.0","Фото: Natasha Skov / Unsplash Александра Лисица Некоторым людям следует ограничить употребление клубники и черешни, заявил диетолог-эндокринолог Антон Поляков. Об этом он сообщил россиянам в беседе с aif.ru. По его словам, много клубники и черешни нельзя употреблять людям, у которых есть заболевания желудочно-кишечного тракта в стадии обострения. «Не стоит есть, во всяком случае в больших количествах, эти продукты, если существует выраженная аллергическая реакция, особенно пищевая аллергия. То есть клубника и черешня могут обострить в этом случае течение аллергии», — сказал врач. Поляков также предостерег от чрезмерного потребления клубники и черешни женщин, которые кормят грудью. По его словам, кормящим матерям нужно соблюдать определенную диету, потому что клубника и черешня, особенно импортные, могут вызвать аллергическую реакцию. Ранее врач-терапевт Любовь Дроздова посоветовала россиянкам есть красное мясо два-три раза в неделю. По ее словам, такая диета положительно влияет на продолжительность жизни.","https://lenta.ru/news/2025/06/04/nekotorym-rossiyanam-posovetovali-ogranichit-upotreblenie-klubniki/","есть, клубники, черешни, словам, россиянам","https://icdn.lenta.ru/images/2025/06/04/11/20250604115036856/detail_156420cee189809456a7334077661564.jpg","Экономика","Lenta.ru","1846873"
"Генерал одним словом объяснил отсутствие защиты стратегических аэродромов от дронов","2025-06-04 16:15:00.0","Фото: ФСБ РФ / РИА Новости Антон Похиляк Депутат Госдумы, генерал-лейтенант запаса Андрей Гурулев объяснил отсутствие защиты стратегических российских аэродромов от FPV-дронов после атак украинских беспилотников. Свое мнение он выразил в эфире «Царьграда». Гурулев назвал это раздолбайством, пояснив, что по-другому объяснить это не может. Он напомнил, что стратегическая авиация — часть ядерной триады России. «Теперь, внимание, вопрос: кто головой отвечает за ядерную триаду? Правильно, Генеральный штаб ВС России. И вы знаете, что самое страшное? Мне очень хотелось бы, чтобы это не прошло мимо, чтобы за это понесли ответственность», — призвал он. Он назвал отсутствие защиты системной проблемой, посчитав, что в связи с этим есть вопросы к Службе внешней разведки, к Главному управлению Генштаба и к органам контрразведки. Гурулев также указал на минимальное число блокпостов на российских дорогах, призвав к тотальным проверкам транспорта. «Например, до аэродрома в Мурманской области, где действовали беспилотники, дорога одна. Никак не объедешь. Если ее перекрыть и тотально проверять — никто ничего не провезет», — пояснил депутат. Ранее военный эксперт Юрий Кнутов также посчитал, что надо усиливать контроль со стороны ГАИ и увеличивать количество проверок на местах, где присутствует весь необходимый инвентарь для взвешивания машин. По его словам, давно известно, что некоторые дроны вылетают к целям с территории России. ","https://lenta.ru/news/2025/06/04/general-odnim-slovom-ob-yasnil-otsutstvie-zaschity-strategicheskih-aerodromov-ot-dronov/","россии, отсутствие, гурулев, защиты, дронов","https://icdn.lenta.ru/images/2025/06/04/16/20250604160837634/detail_65f2cca05622070205684f519f4de99e.jpg","Спорт","Lenta.ru","1847154"
"Азербайджан принял участие в военных учениях НАТО","2025-06-04 16:14:00.0","Фото: Евгений Биятов / РИА Новости Сергей Болиев Азербайджан принял участие в военных командно-штабных учениях НАТО «Решительная сила-2025». Об этом сообщили в Минобороны республики. «Целью учений является реализация мероприятий в соответствии с процессом принятия военных решений, а также совершенствование навыков командиров и штабов по управлению подразделениями в оперативных условиях», — говорится в пресс-релизе. В учениях принимала участие группа офицеров Вооруженных сил Азербайджанской республики. Военные маневры с участием Азербайджана и НАТО прошли в Болгарии. В них также приняли участие Грузия и некоторые члены НАТО, в том числе Северная Македония, Греция и Румыния. Накануне Минобороны Азербайджана провело совместный с НАТО тренинг в рамках «Программы сотрудничества по индивидуальному партнерству» между республикой и североатлантическим альянсом в 2025 году. Тема тренировок — процесс планирования операций НАТО.","https://lenta.ru/news/2025/06/04/azerbaydzhan-prinyal-uchastie-v-voennyh-ucheniyah-nato/","нато, участие, военных, учениях, принял","https://icdn.lenta.ru/images/2025/06/04/16/20250604160328190/detail_c9ca99f5f5fa20016c92ec1357fc8fbf.jpg","Общее","Lenta.ru","1847149"
"Алаудинов фразой «потянулся бы к пистолету» описал возможную встречу с похищенным блогером","2025-06-04 16:13:00.0","Фото: Сергей Бобылев / РИА Новости Анна Щербакова Командир спецназа «Ахмат», замначальника главного военно-политического управления Минобороны России генерал-лейтенант Апти Алаудинов фразой «потянулся бы за пистолетом» описал свою возможную встречу с похищенным в Москве бизнес-тренером Арегом Щепихиным. Он возмутился, что чеченцам вместо силовиков пришлось задерживать блогера. Свой комментарий относительно ситуации соратник главы Чечни опубликовал в Telegram-канале. Алаудинов в обращении отметил, что некий представитель «армянского происхождения» призывал к свержению власти, ненависти к мусульманам. По мнению чеченского командира, Щепихин вел себя как животное. «Как девочка визжит, когда его просто несут, просто петух», — сказал он. Алаудинов порекомендовал бизнес-тренеру «ехать к себе в ад». Командир «Ахмата» остался недоволен тем, что представителям республики пришлось самим задерживать Щепихина. Кроме того, Алаудинов подчеркнул, что «просто так оскорблять чеченский народ нельзя». До этого член Совета по правам человека при президенте России Ева Меркачева высказалась о задержании блогера в столице. По ее словам, похитившие Щепихина будто показывают, что они выше российских законов. В то же время она подчеркнула, что блогер, записывая оскорбительные ролики, вел себя неадекватно. 4 июня в Чечне прояснили судьбу увезенного на Mercedes со спецсигналами бизнес-тренера. В республике рассказали, что Щепихин подозревается по шести уголовным статьям. Щепихина увезли с Ярославского вокзала в Москве вечером 3 июня. Блогера протащили по всему вокзалу, затолкали в багажник черного Mercedes со спецсигналами и номерами серии АМР и увезли в неизвестном направлении. Позже Щепихин вышел на связь и рассказал подробности случившегося.","https://lenta.ru/news/2025/06/04/komandir-ahmata-otreagiroval-frazoy-potyanulsya-by-k-pistoletu-na-pohischenie/","алаудинов, щепихина, щепихин, просто, бизнес","https://icdn.lenta.ru/images/2025/06/04/15/20250604155828799/detail_c20a494b18dd244a9489b9b0cc8ebbff.jpg","Общее","Lenta.ru","1847146"
"Захарова предупредила о последствиях эскалации напряженности вокруг Ирана","2025-06-04 16:11:00.0","Фото: Natalia Shatokhina / NEWS.ru / Globallookpress.com Виктория Кондратьева Эскалация напряженности вокруг Ирана чревата проблемами не только для Исламской Республики. С таким предупреждением в ходе брифинга выступила официальный представитель МИД России Мария Захарова, передает корреспондент «Ленты.ру». Дипломат подчеркнула, что скатывание ситуации в полномасштабную конфронтацию обернется плачевными последствиями и для Ближнего Востока, и для всего мира. «Тем более с учетом глубокой зависимости мировой экономики от стабильных и непрерывных поставок энергоносителей из стратегически важного региона Персидского залива. Это чревато экологическими последствиями», — пояснила Захарова. Ранее стало известно, что импульс переговоров по заключению новой ядерной сделки между США и Ираном сходит на нет. Высокопоставленный иранский чиновник заявил, что новое предложение по ядерной сделке, представленное Тегерану в последние дни, является «несвязным и разрозненным». США изменили позицию по вопросу обогащения урана в новом предложении. Оно предполагает, что США могли бы инвестировать в гражданскую ядерную энергетическую программу Ирана и присоединиться к консорциуму, который будет контролировать обогащение низкоактивного урана внутри Ирана в течение неопределенного периода времени.","https://lenta.ru/news/2025/06/04/zaharova-predupredila-o-posledstviyah-eskalatsii-napryazhennosti-vokrug-irana/","ирана, захарова, вокруг, напряженности, урана","https://icdn.lenta.ru/images/2025/06/04/16/20250604161359703/detail_afff56e099d0c561485bcf0f4a46d0aa.jpg","Экономика","Lenta.ru","1847161"
"В МИД оценили значение обмена пленными после переговоров в Стамбуле","2025-06-04 16:10:00.0","Фото: Roman Naumov / Ura.ru / Globallookpress.com Глеб Палехов Обмен пленными, завершившийся 25 мая, — это колоссальный результат первого раунда переговоров с Украиной в Стамбуле. Значение гуманитарных мероприятий оценила в ходе еженедельного брифинга представитель МИД России Мария Захарова, передает корреспондент «Ленты.ру». «Вы считаете, это переговоры незначимые? Первый раунд — по тысяче человек вернулись домой. (...) Самый масштабный обмен удерживаемыми — тысяча на тысячу человек», — заявила дипломат. Она добавила, что этот результат особенно ценен, если учитывать низкий уровень договороспособности украинских властей. Во время брифинга Захарова заявила также, что украинским властям не нужны собственные граждане. Так она прокомментировала утверждение президента Украины Владимира Зеленского, что Россияв ходе предстоящего обмена якобы попытается передать Киеву тела не только украинских бойцов.","https://lenta.ru/news/2025/06/04/v-mid-otsenili-znachenie-obmena-plennymi-posle-peregovorov-v-stambule/","пленными, результат, захарова, человек, переговоров","https://icdn.lenta.ru/images/2025/06/04/16/20250604160746942/detail_99e2881674b8fa0d8c1b3940b6996620.jpg","Общее","Lenta.ru","1847155"
"Задержан начальник московского вокзала","2025-06-04 15:58:00.0","Фото: Иван Водопьянов / Коммерсантъ Илона Палей Начальника Казанского вокзала Москвы Игоря Черникова задержали по делу о посредничестве во взятке. Об этом сообщает «МК». По данным источника, задержание произошло несколько дней назад. Дорогомиловский районный суд Москвы взял Черникова под домашний арест. По версии следствия, фигуранта пытался подкупить предприниматель — он заплатил 1,3 миллиона рублей за общее покровительство при ведении бизнеса на территории вокзала. Ранее сообщалось, что в Москве суд отправил под домашний арест главу отдела департамента Минздрава. ","https://lenta.ru/news/2025/06/04/zaderzhan-nachalnik-moskovskogo-vokzala/","вокзала, арест, черникова, москвы, домашний","https://icdn.lenta.ru/images/2025/06/04/15/20250604155628244/detail_a0bfb37152da2a103caa8c143d99913b.jpg","Общее","Lenta.ru","1847136"
"Три рейса ушли на запасные аэродромы из-за непогоды в Москве","2025-06-08 18:41:22.0","","https://www.rbc.ru/rbcfreenews/6845aefe9a7947822df37ac4","запасные, ушли, москве, аэродромы, рейса","https://s0.rbk.ru/v6_top_pics/media/img/1/18/347493976336181.jpeg","Общее","RBC","6845aefe9a7947822df37ac4"
"Пожар в ТЦ в Москве","2025-06-08 18:29:58.0","Видео","https://www.rbc.ru/?video_id=6845ad579a794765a5aaa9c3","москве, пожар, видео","https://s0.rbk.ru/v6_top_pics/media/img/0/49/347493968046490.jpeg","Общее","RBC","6845ad579a794765a5aaa9c3"
"В Башкирии составили обобщенный портрет муниципального служащего","2025-06-08 18:25:36.0","","https://ufa.rbc.ru/ufa/08/06/2025/6845aaed9a794731f5a05117","составили, муниципального, портрет, башкирии, обобщенный","https://s0.rbk.ru/v6_top_pics/media/img/5/05/347493964719055.jpeg","Общее","RBC","6845aaed9a794731f5a05117"
"Глушенков и Батраков не сыграют за сборную России против Белоруссии","2025-06-08 18:23:49.0","Карпин отпустил в расположение клубов Батракова, Глушенкова и Осипенко, вратарь Сафонов уедет в Париж 9 июня. На матч с Белоруссией в Минск отправились 23 игрока","https://www.rbc.ru/sport/08/06/2025/6845a7f19a79472ff3a34fc2","париж, россии, белоруссии, вратарь, матч","https://s0.rbk.ru/v6_top_pics/media/img/1/24/347493956864241.png","Спорт","RBC","6845a7f19a79472ff3a34fc2"
"Во Внуково подтопило терминал из-за ливня","2025-06-08 18:18:36.0","Видео","https://www.rbc.ru/?video_id=6845aa159a7947de8876ea58","внуково, подтопило, терминал, видео, ливня","https://s0.rbk.ru/v6_top_pics/media/img/9/78/347493959875789.jpeg","Общее","RBC","6845aa159a7947de8876ea58"
"Зеленский заявил о передаче обещанных Украине ракет на Ближний Восток","2025-06-08 18:17:08.0","Зеленский посетовал, что администрация Трампа отказалась передать Киеву 20 тыс. ракет, об отправке которых тот условился с США при Байдене. Вместо этого, по словам президента, они были отправлены на Ближний Восток","https://www.rbc.ru/politics/08/06/2025/6845a08a9a794734b3f2c979","ближний, ракет, зеленский, восток, администрация","https://s0.rbk.ru/v6_top_pics/media/img/2/59/347493954690592.jpeg","Политика","RBC","6845a08a9a794734b3f2c979"
"Мощный ливень в Москве. Видео","2025-06-08 18:12:26.0","","https://www.rbc.ru/rbcfreenews/6845a5ca9a79472067c4dffe","москве, ливень, мощный, видео","https://s0.rbk.ru/v6_top_pics/media/img/0/77/347493950081770.jpeg","Общее","RBC","6845a5ca9a79472067c4dffe"
"Мощный ливень в Москве","2025-06-08 18:04:52.0","Видео","https://www.rbc.ru/?video_id=6845a6a59a7947bad8b4bf7e","москве, ливень, мощный, видео","https://s0.rbk.ru/v6_top_pics/media/img/3/92/347493951068923.jpeg","Общее","RBC","6845a6a59a7947bad8b4bf7e"
"Режиссеру Беркович запретили ставить спектакли в колонии","2025-06-08 18:03:51.0","","https://www.rbc.ru/rbcfreenews/6845a22d9a794713721cf8fd","ставить, спектакли, колонии, режиссеру, беркович","https://s0.rbk.ru/v6_top_pics/media/img/5/97/347493944414975.jpeg","Общее","RBC","6845a22d9a794713721cf8fd"
"Мбаппе принес Франции победу над Германией в матче за бронзу Лиги наций","2025-06-08 17:57:55.0","Матч завершился со счетом 2:0 — у Мбаппе гол и результативная передача на Олисе. VAR отменила назначенный пенальти в ворота французов и гол Ундава","https://www.rbc.ru/sport/08/06/2025/68459bc99a794763cc6a1cbd","мбаппе, германией, ворота, матч, наций","https://s0.rbk.ru/v6_top_pics/media/img/6/74/347493926580746.jpeg","Спорт","RBC","68459bc99a794763cc6a1cbd"
"Клишас заявил о начале «денацификации» Днепропетровской области","2025-06-08 17:34:31.0","","https://www.rbc.ru/rbcfreenews/68459a549a794760b5160e72","днепропетровской, клишас, начале, заявил, денацификации","https://s0.rbk.ru/v6_top_pics/media/img/2/33/347493938355332.jpeg","Общее","RBC","68459a549a794760b5160e72"
"Дмитриев назвал диалог Путина и Трампа возможностью для деэскалации","2025-06-08 17:06:39.0","","https://www.rbc.ru/rbcfreenews/6845935f9a7947043aa88752","дмитриев, трампа, деэскалации, путина, диалог","https://s0.rbk.ru/v6_top_pics/media/img/2/30/347493919760302.jpeg","Политика","RBC","6845935f9a7947043aa88752"
"Президент Литвы раскритиковал Мерца за невыполненное обещание о санкциях","2025-06-08 17:05:09.0","Мерц не выполнил обещание о санкциях против России, чем подорвал доверие к ЕС, считает Науседа. По его мнению, в рамках 18-го пакета должны быть введены санкции против энергокомпаний, а от SWIFT нужно отключить все банки России","https://www.rbc.ru/politics/08/06/2025/68458f3c9a7947b445246151","россии, обещание, против, санкциях, науседа","https://s0.rbk.ru/v6_top_pics/media/img/5/30/347493899020305.jpeg","Экономика","RBC","68458f3c9a7947b445246151"
"Bank of America назвал рубль «самой успешной» валютой 2025 года","2025-06-08 17:03:41.0","Рубль вырос более чем на 40% по отношению к доллару в 2025 году и стал «самой успешной» валютой в мире, подсчитал Bank of America. Эксперты объяснили это высокой ключевой ставкой и «затовариванием» некоторых сегментов рынка","https://www.rbc.ru/economics/08/06/2025/684594739a79475cfdb14750","america, bank, успешной, рубль, самой","https://s0.rbk.ru/v6_top_pics/media/img/6/41/347493910283416.jpeg","Экономика","RBC","684594739a79475cfdb14750"
"Главные новости. Выпуск за 17:00, 08.06.2025","2025-06-08 17:00:00.0","","https://tv.rbc.ru/archive/news/684599a82ae596bdf8d904ac","выпуск, главные, новости","https://s0.rbk.ru/v6_top_pics/media/img/1/33/347223478378331.png","Общее","RBC","684599a82ae596bdf8d904ac"
"На Дону возбудили уголовные дела против группы с оборотом более ₽512 млн","2025-06-08 16:48:56.0","","https://rostov.rbc.ru/rostov/freenews/684594849a794707c921e9ec","более, уголовные, группы, дону, против","null","Общее","RBC","684594849a794707c921e9ec"
"Экс-тренер «Зенита» объявил об отставке из сборной Италии","2025-06-08 16:41:34.0","Спаллетти возглавлял сборную Италии с лета 2023 года. Он проиграл с командой в 1/8 финала Евро и неудачно стартовал в отборе ЧМ-2026","https://www.rbc.ru/sport/08/06/2025/68458e169a79470198af24e0","италии, финала, отборе, евро, зенита","https://s0.rbk.ru/v6_top_pics/media/img/8/00/347493900461008.jpeg","Экономика","RBC","68458e169a79470198af24e0"
"Кандидата в президенты Колумбии прооперировали после покушения","2025-06-08 16:36:21.0","","https://www.rbc.ru/rbcfreenews/68458ecf9a7947dc736ef73f","колумбии, покушения, кандидата, прооперировали, президенты","https://s0.rbk.ru/v6_top_pics/media/img/9/05/347493894391059.jpeg","Общее","RBC","68458ecf9a7947dc736ef73f"
"Воскресный тираж лотереи сделал рублевыми миллионерами 18 россиян","2025-06-08 16:18:03.0","","https://www.rbc.ru/rbcfreenews/684589629a7947096da87817","россиян, миллионерами, воскресный, сделал, рублевыми","https://s0.rbk.ru/v6_top_pics/media/img/8/12/347493884956128.jpeg","Общее","RBC","684589629a7947096da87817"
"Буданов раскрыл, когда Киев заберет тела в рамках обмена с Россией","2025-06-08 16:15:53.0","Обмен, по словам Буданова, должен начаться на следующей неделе, о чем уполномоченные были уведомлены еще 3 июня. Россия уже доставила первую партию тел погибших в район обмена и ожидает подтверждения от Киева","https://www.rbc.ru/politics/08/06/2025/6845875e9a79472f23a4c622","обмена, уполномоченные, уведомлены, подтверждения, партию","https://s0.rbk.ru/v6_top_pics/media/img/3/50/347493874348503.jpeg","Общее","RBC","6845875e9a79472f23a4c622"
"Израиль пообещал перехватить «флотилию Греты Тунберг» с грузом для Газы","2025-06-08 16:14:05.0","Судно Madleen с активисткой и гуманитарной помощью на борту в течение 48 часов должно прибыть к сектору Газа, пишет JPost. Глава Минобороны Израиля призвал «флотилию» развернуться и пообещал, что она не достигнет анклава","https://www.rbc.ru/politics/08/06/2025/68457bab9a79472dca7f5e11","пообещал, флотилию, jpost, судно, призвал","https://s0.rbk.ru/v6_top_pics/media/img/6/72/347493849885726.jpeg","Общее","RBC","68457bab9a79472dca7f5e11"
"Главу «Марафона» избрали президентом Федерации тяжелой атлетики России","2025-06-08 16:11:32.0","У Александра Винокурова не было конкурентов. Он сменил на посту Дмитрия Василенко. Тот победил на выборах в ноябре, но федерации вскоре приостановили аккредитацию","https://www.rbc.ru/sport/08/06/2025/684584ac9a79472da127bae2","федерации, тяжелой, россии, василенко, президентом","https://s0.rbk.ru/v6_top_pics/media/img/8/25/347493868997258.png","Общее","RBC","684584ac9a79472da127bae2"
"В Крыму приступил к работе новый апарт-отель Alba del Mare","2025-06-08 16:07:58.0","В Евпатории начал работать новый объект курортной недвижимости петербургского девелопера","https://companies.rbc.ru/news/rvd57m528V/v-kryimu-pristupil-k-rabote-novyij-apart-otel-alba-del-mare/","новый, евпатории, курортной, крыму, работе","https://pics.rbc.ru/v2_companies_s3/resized/960xH/media/company_press_release_image/a5a7e770-d49e-4631-930f-3f0369f188dd.jpg","Отдых","RBC","rvd57m528V"
"Удар молнии по Останкинской башне не повлиял на ее работу","2025-06-08 16:07:48.0","","https://www.rbc.ru/rbcfreenews/684582fa9a7947d7dc40befc","удар, повлиял, башне, молнии, работу","https://s0.rbk.ru/v6_top_pics/media/img/0/53/347493862186530.jpeg","СВО","RBC","684582fa9a7947d7dc40befc"
"ЧЭЗ. Выпуск от 08.06.2025, часть 3","2025-06-08 15:58:25.0","","https://tv.rbc.ru/archive/chez/684593872ae596bdf8d904ab","выпуск, часть","https://s0.rbk.ru/v6_top_pics/media/img/2/77/346903554139772.jpeg","Общее","RBC","684593872ae596bdf8d904ab"
"Из-за атаки ВСУ часть Курской области осталась без света","2025-06-08 15:45:17.0","ВСУ ударили по подстанции 110 кВ «Рыльск», без света остались жители Рыльского, Глушковского и Кореневского районов, сообщил Хинштейн. Он анонсировал возобновление энергоснабжения, «как только позволит оперативная обстановка»","https://www.rbc.ru/politics/08/06/2025/684585cb9a79472ccb947aa2","света, рыльск, остались, обстановка, позволит","https://s0.rbk.ru/v6_top_pics/media/img/0/41/347493871855410.jpeg","Общее","RBC","684585cb9a79472ccb947aa2"
"Медведев предрек «новые реалии» из-за боев в Днепропетровской области","2025-06-08 15:41:58.0","Киев и его союзников предупреждали, что те, кто не хочет признавать «реалии войны» на переговорах, столкнутся с новыми реалиями на земле, написал Медведев. Минобороны заявило, что силы России вышли в Днепропетровскую область","https://www.rbc.ru/politics/08/06/2025/68457fb09a79477d1d6bc309","реалии, медведев, россии, написал, признавать","https://s0.rbk.ru/v6_top_pics/media/img/7/83/347493861588837.jpeg","Общее","RBC","68457fb09a79477d1d6bc309"
